,screenname,username,datetime,url,tweetText,source_domain,source_title,source_snippet,replies_count,retweets_count,likes_count,views_count,reply_to
3216,Saya Kaget,@ina_update_,2022-12-18 13:32:24+00:00,https://twitter.com/ina_update_/status/1604469633410830336,"Pemilu Ditunda, Bamsoet: Gedung MPR Bisa Dibakar",news.detik.com,"Pemilu Ditunda, Bamsoet: Gedung MPR Bisa Dibakar","Penyusunan Pokok-Pokok Haluan Negara merupakan isu yang sudah muncul sejak 12 tahun lalu, ketika MPR dipimpin Hidayat Nur Wahid dari PKS.",3,8,12,273,
3217,B4ms,@B4msaja,2022-12-18 11:46:32+00:00,https://twitter.com/B4msaja/status/1604442991514435584,"Kalau memang terbukti curang, apakah di sengaja.... Kalau iya, mungkinkah itu menjadi sebab utk penundaan pemilu... ",,,,1,,1,419,@RagilSemar
3218,taki cua,@jagorawi,2022-12-18 11:33:23+00:00,https://twitter.com/jagorawi/status/1604439678286934018,"Konstitusi (UU KUHP), demo harus ada izin yg sebelumnya hanya pemberitahuan saja. Kalau pemerintah keluarkan dekrit penundaan pemilu, pasti didemo dong sedangkan demonya tidak diizinkan. Yg demo ditangkap karena tidak ada izin begitu bunyi konstitusinya.",,,,1,,1,82,@rds_galery
3219,Saya Rakyat Biasa,@agusjabo333,2022-12-18 08:19:01+00:00,https://twitter.com/agusjabo333/status/1604390766444306438,"""Jika demokratis, tidak ada alasan untuk tunda Pemilu, tetapi jika penyelenggaranya main sabun karena orderan, proses pemilu harus ditunda sampai dilakukan audit, agar semua terang dan hasil pemilu legitimate....""",,,,1,9,15,494,
3220,OposisiCerdas.com,@OposisiCerdas,2022-12-18 05:07:55+00:00,https://twitter.com/OposisiCerdas/status/1604342674177171457,"Jika Tidak Ingin Rakyat Marah, Jangan Munculkan Lagi Isu Penundaan Pemilu",oposisicerdas.com,"Jika Tidak Ingin Rakyat Marah, Jangan Munculkan Lagi Isu Penundaan Pemilu",Wacana perpanjangan masa jabatan presiden atau penundaan pemilu tidak boleh dimunculkan kembali jika pemerintah tidak ingin rakyat marah. Ap...,9,40,164,"1,814",
3221,GELORA NEWS,@geloraco,2022-12-18 03:20:55+00:00,https://twitter.com/geloraco/status/1604315748507451392,"Jika Tidak Ingin Rakyat Marah, Jangan Munculkan Lagi Isu Penundaan Pemilu",gelora.co,"Jika Tidak Ingin Rakyat Marah, Jangan Munculkan Lagi Isu Penundaan Pemilu",,17,72,337,"6,782",
3222,Muhammad Assaewad,@Muhammad_Saewad,2022-12-17 13:37:57+00:00,https://twitter.com/Muhammad_Saewad/status/1604108640616841217,"Jadi bertanya-tanya, kenapa PKB bersikukuh mengusulkan penundaan Pemilu 2024 dan perpanjangan masa jabatan presiden?
Ada Apa ?
https://cnnindonesia.com/nasional/20220422073244-32-788103/pkb-kukuh-ingin-tunda-pemilu-di-tengah-gelombang-penolakan…",,,,200,170,538,34.7K,
3223,Christian da Cunha 《C D C》,@ChristiandaCun4,2022-12-17 11:14:25+00:00,https://twitter.com/ChristiandaCun4/status/1604072518024802305,"Beny K Harman anggota DPR RI,tahun depan akan dikeluarkan dekrit penundaan pemilu, kalau mau tangkap, tangkap aja sekarang ngga usah nunggu tahun depan..

#liberte",,,,23,211,436,15.3K,
3224,Martinus Butarbutar,@MartinusButarb1,2022-12-16 09:12:08+00:00,https://twitter.com/MartinusButarb1/status/1603679355875786753,"Lalu apa pendapat kalian thdp kelompok yg mewacanakan penundaan pemilu atau 3 periode ? Itu juga ttg Pemilu lho!

Bawaslu: Safari Politik Anies Kurang Etis | Republika Online Mobile",news.republika.co.id,Bawaslu: Safari Politik Anies Kurang Etis,Bawaslu menilai safari politik Anies bisa masuk kategori kampanye terselubung.,4,8,12,334,
3225,GELORA NEWS,@geloraco,2022-12-19 15:14:26+00:00,https://twitter.com/geloraco/status/1604857699036168192,Ngeri! Politikus Demokrat Prediksi Bakal Ada Dekrit Penundaan Pemilu: Orang Protes Bakal Ditangkap,gelora.co,Ngeri! Politikus Demokrat Prediksi Bakal Ada Dekrit Penundaan Pemilu: Orang Protes Bakal Ditangkap,,120,269,797,64.4K,
3226,MSKaban,@MSKaban3,2022-12-19 12:32:04+00:00,https://twitter.com/MSKaban3/status/1604816835836145664,Benarkah Airlangga akan ajak ket partai bahas penundaan Pemilu.Tunda Pemilu gak konstitusional yg konstitusional itu ajak ketum partai makzulkan melalui impeachment presiden..,,,,32,153,517,13.4K,
3227,BakulMenyan,@iso_wira,2022-12-19 03:46:39+00:00,https://twitter.com/iso_wira/status/1604684611719933952,"Siapapun mereka yang mewacanakan penundaan Pemilu, menambah masa jabatan Presiden dan Presiden boleh Tiga Periode, adalah manusia-manusia yang cara berpikirnya mundur. Iya sih, dalam berdemokrasi semua bebas berbicara dan berwacana. Tapi tidak mungkin tidak ada maksud tersembunyi",,,,1,,2,348,
3228,gigin praginanto,@giginpraginanto,2022-12-19 01:38:02+00:00,https://twitter.com/giginpraginanto/status/1604652244418560000,Kubu pro penguasa menghadapi krisis figur sehingga memilih penundaan Pemilu 2025 alias perpanjangan masa jabatan presiden. PDIP gak yakin Puan bisa diandalkan. KIB gak berani mengandalkan Ganjar karena minim  prestasi. Sedangkan para Ketum partai mereka defisit elektabilitas.,,,,73,346,"1,345",70.1K,
3229,aLy_benzema,@aly_benzema,2022-12-18 21:40:42+00:00,https://twitter.com/aly_benzema/status/1604592515445030912,"Beny K Harman : tahun depan akan dikeluarkan dekrit penundaan pemilu, kalau mau tangkap, tangkap aja sekarang ga usah nunggu tahun depan.",,,,12,131,234,"4,960",
3230,Budisantoso,@Budisan49625819,2022-12-18 18:42:10+00:00,https://twitter.com/Budisan49625819/status/1604547587184283648," akibatnya Pak de' harus susah payah,menyatukan kembali rakyat yg sudah pecah menjadi dua kubu.oleh sebab itu saya dan rekan2,berjuang untuk menggolkan wacana perpanjangan masa jabatan presiden.dng konsekwensi penundaan pemilu,untuk menekuk politisi yg menunggangi agama.",,,,1,,,8,@Flover768
3231,Saya Kaget,@ina_update_,2022-12-18 13:32:24+00:00,https://twitter.com/ina_update_/status/1604469633410830336,"Pemilu Ditunda, Bamsoet: Gedung MPR Bisa Dibakar",news.detik.com,"Pemilu Ditunda, Bamsoet: Gedung MPR Bisa Dibakar","Penyusunan Pokok-Pokok Haluan Negara merupakan isu yang sudah muncul sejak 12 tahun lalu, ketika MPR dipimpin Hidayat Nur Wahid dari PKS.",3,8,12,273,
3232,B4ms,@B4msaja,2022-12-18 11:46:32+00:00,https://twitter.com/B4msaja/status/1604442991514435584,"Kalau memang terbukti curang, apakah di sengaja.... Kalau iya, mungkinkah itu menjadi sebab utk penundaan pemilu... ",,,,1,,1,419,@RagilSemar
3233,taki cua,@jagorawi,2022-12-18 11:33:23+00:00,https://twitter.com/jagorawi/status/1604439678286934018,"Konstitusi (UU KUHP), demo harus ada izin yg sebelumnya hanya pemberitahuan saja. Kalau pemerintah keluarkan dekrit penundaan pemilu, pasti didemo dong sedangkan demonya tidak diizinkan. Yg demo ditangkap karena tidak ada izin begitu bunyi konstitusinya.",,,,1,,1,82,@rds_galery
3234,Saya Rakyat Biasa,@agusjabo333,2022-12-18 08:19:01+00:00,https://twitter.com/agusjabo333/status/1604390766444306438,"""Jika demokratis, tidak ada alasan untuk tunda Pemilu, tetapi jika penyelenggaranya main sabun karena orderan, proses pemilu harus ditunda sampai dilakukan audit, agar semua terang dan hasil pemilu legitimate....""",,,,1,9,15,494,
3235,OposisiCerdas.com,@OposisiCerdas,2022-12-18 05:07:55+00:00,https://twitter.com/OposisiCerdas/status/1604342674177171457,"Jika Tidak Ingin Rakyat Marah, Jangan Munculkan Lagi Isu Penundaan Pemilu",oposisicerdas.com,"Jika Tidak Ingin Rakyat Marah, Jangan Munculkan Lagi Isu Penundaan Pemilu",Wacana perpanjangan masa jabatan presiden atau penundaan pemilu tidak boleh dimunculkan kembali jika pemerintah tidak ingin rakyat marah. Ap...,9,40,164,"1,814",
3236,GELORA NEWS,@geloraco,2022-12-18 03:20:55+00:00,https://twitter.com/geloraco/status/1604315748507451392,"Jika Tidak Ingin Rakyat Marah, Jangan Munculkan Lagi Isu Penundaan Pemilu",gelora.co,"Jika Tidak Ingin Rakyat Marah, Jangan Munculkan Lagi Isu Penundaan Pemilu",,17,72,337,"6,782",
3237,Muhammad Assaewad,@Muhammad_Saewad,2022-12-17 13:37:57+00:00,https://twitter.com/Muhammad_Saewad/status/1604108640616841217,"Jadi bertanya-tanya, kenapa PKB bersikukuh mengusulkan penundaan Pemilu 2024 dan perpanjangan masa jabatan presiden?
Ada Apa ?
https://cnnindonesia.com/nasional/20220422073244-32-788103/pkb-kukuh-ingin-tunda-pemilu-di-tengah-gelombang-penolakan…",,,,200,170,538,34.7K,
3238,Christian da Cunha 《C D C》,@ChristiandaCun4,2022-12-17 11:14:25+00:00,https://twitter.com/ChristiandaCun4/status/1604072518024802305,"Beny K Harman anggota DPR RI,tahun depan akan dikeluarkan dekrit penundaan pemilu, kalau mau tangkap, tangkap aja sekarang ngga usah nunggu tahun depan..

#liberte",,,,23,211,436,15.3K,
3239,Martinus Butarbutar,@MartinusButarb1,2022-12-16 09:12:08+00:00,https://twitter.com/MartinusButarb1/status/1603679355875786753,"Lalu apa pendapat kalian thdp kelompok yg mewacanakan penundaan pemilu atau 3 periode ? Itu juga ttg Pemilu lho!

Bawaslu: Safari Politik Anies Kurang Etis | Republika Online Mobile",news.republika.co.id,Bawaslu: Safari Politik Anies Kurang Etis,Bawaslu menilai safari politik Anies bisa masuk kategori kampanye terselubung.,4,8,12,334,
3240,HUKUM MILIK PENGUASA,@HukumDan,2022-12-16 00:48:31+00:00,https://twitter.com/HukumDan/status/1603552619091222530,"Partai partai sudah di sahkan KPU, nomor urut partai sudah pada dapat , waktunya Pemilu sudah di tetapkan tapi masih ada yang bicara penundaan pemilu dan perpanjangan masa jabatan presiden. 
Kelen tolol apa goblog seh???",,,,81,110,684,32.6K,
3241,HUKUM MILIK PENGUASA,@HukumDan,2022-12-16 00:45:53+00:00,https://twitter.com/HukumDan/status/1603551957800456192,"Itu yang ngotot penundaan pemilu, perpanjang masa jabatan presiden apalagi minta lanjut 3 periode, otak mereka taro di mana seh...?!! 
gerombolan Kodari emang konyol",,,,2,13,70,"1,385",@jansen_jsp
3242,Viva Yoga Mauladi,@vivayogamauladi,2022-12-15 15:19:56+00:00,https://twitter.com/vivayogamauladi/status/1603409530276425729,"Makanya baca sampai tuntas agar substansi pernyataan dapat diterima dengan komprehensif. Jika baca judul, ya sesat di jalan hehe..

Oleh karena itu, wacana penundaan pemilu maupun perpanjangan masa jabatan presiden tidak relevan digulirkan lagi.  Pak Jokowi menyatakan menolak…",,,,3,2,4,,
3243,Muhammad Assaewad,@Muhammad_Saewad,2022-12-15 15:07:05+00:00,https://twitter.com/Muhammad_Saewad/status/1603406297910706182,"Parpol yang pernah mendukung wacana penundaan Pemilu 2024 pasti akan dikenang rakyat dg citra yang negatif.

Sbg Tumbal politik, maka pendukung partainya pasti akan berpindah dukungan ke partai lain.

Parpol tsb akan menanggung akibat dari sikapnya di 2024.

Bakalan Nyungsep!?",,,,116,70,380,,
3244,Jhon Black,@Jhonkosmik,2022-12-15 12:42:29+00:00,https://twitter.com/Jhonkosmik/status/1603369907798048768,"Bagaimana jika nanti partai Umat yg menggugat.
Gelora dan PKN jadi bukti dugaan penyelewengan wewenang oleh KPU.
Hasil investigasi Kompas jadi alat bukti.
KPU dibekukan.

Lalu situasi dianggap darurat.
Dekrit diumumkan utk penundaan pemilu dst.",,,,4,10,19,,
3245,1ndr4kurn14,@indradesa18,2022-12-15 12:23:22+00:00,https://twitter.com/indradesa18/status/1603365095152635904,"Stop menggaungkan perpanjangan periode & penundaan pemilu.
Titik !!!",,,,1,,,,@lanyallacenter_
3246,NephiLaxmus,@NephiLaxmus,2022-12-15 08:54:32+00:00,https://twitter.com/NephiLaxmus/status/1603312539961823233,Provokasi kemudian delegitimasi KPU bisa jadi pintu masuk penundaan pemilu.,,,,3,12,26,,
3247,bambang aribowo,@212bowie,2022-12-15 08:24:33+00:00,https://twitter.com/212bowie/status/1603304995847548929,"Bacot kau

LaNyalla Usul Penundaan Pemilu dan Penambahan Dua Tahun Jabatan Presiden | Republika Online Mobile - https://republika.co.id/berita/rlr69g436/lanyalla-usul-penundaan-pemiludan-penambahan-dua-tahun-jabatan-presiden…",,,,1,2,1,,
3248,Dr. Rizal Ramli,@RamliRizal,2022-12-15 08:06:35+00:00,https://twitter.com/RamliRizal/status/1603300475486380033,"Kopas: Rakyat Tolak Jokowi Tiga Periode dan Penundaan Pemilu, Pengamat: Waspada People Power - Harian Terbit",harianterbit.com,"Rakyat Tolak Jokowi Tiga Periode dan Penundaan Pemilu, Pengamat: Waspada People Power - Harian...",Wacana penundaan pemilihan umum (Pemilu) 2024 kerap mengemuka. Adapun wacana tersebut kerap menuai reaksi keras dari berbagai kalangan,16,155,605,,
3249,Pikiran Rakyat,@pikiran_rakyat,2022-12-15 06:36:38+00:00,https://twitter.com/pikiran_rakyat/status/1603277836210810881,"Puan Maharani Redam Isu Penundaan Pemilu: DPR, Pemerintah, dan KPU Sepakat Melaksanakan Pemilu 2024 http://dlvr.it/SfP0l3",,,,1,,,,
3250,OposisiCerdas.com,@OposisiCerdas,2022-12-15 06:01:47+00:00,https://twitter.com/OposisiCerdas/status/1603269065161601025,"Prabowo Cemas, Jokowi Tiga Periode dan Penundaan Pemilu 2024 Menguat",oposisicerdas.com,"Prabowo Cemas, Jokowi Tiga Periode dan Penundaan Pemilu 2024 Menguat",Analisa aktivis yang juga anggota DPR RI dari Gerindra Desmond Junaidi Mahesa menurut Rocky Gerung pararel dengan analisa yang dia lakukan s...,9,22,34,,
3251,Ali Syarief,@alisyarief,2022-12-15 05:37:27+00:00,https://twitter.com/alisyarief/status/1603262943285874689,"Tegas, PDIP Tegas Tolak Presiden 3 Periode dan Penundaan Pemilu!",fusilatnews.com,"Tegas, PDIP Tegas Tolak Presiden 3 Periode dan Penundaan Pemilu!","Jakarta, Fusilatnews.- Politikus PDI Perjuangan Masinton Pasaribu menegaskan partainya menolak wacana jabatan presiden tiga periode atau perpanjangan masa jabatan Presiden Joko",135,198,842,,
3252,Teddy Gusnaidi,@TeddGus,2022-12-15 05:34:55+00:00,https://twitter.com/TeddGus/status/1603262307747831808,"Jokowi Teken Perppu, Partai Garuda: Sudahi Wacana Penundaan Pemilu, Tak Lagi Relevan",viva.co.id,"Jokowi Teken Perppu, Partai Garuda: Sudahi Wacana Penundaan Pemilu, Tak Lagi Relevan",Ketua MPR Bambang Soesatyo atau Bamsoet melempar lagi wacana penundaan Pemilu. Bamsoet menuai kritik.,7,8,58,,
3253,HUKUM MILIK PENGUASA,@HukumDan,2022-12-16 00:45:53+00:00,https://twitter.com/HukumDan/status/1603551957800456192,"Itu yang ngotot penundaan pemilu, perpanjang masa jabatan presiden apalagi minta lanjut 3 periode, otak mereka taro di mana seh...?!! 
gerombolan Kodari emang konyol",,,,2,13,70,"1,385",@jansen_jsp
3254,Viva Yoga Mauladi,@vivayogamauladi,2022-12-15 15:19:56+00:00,https://twitter.com/vivayogamauladi/status/1603409530276425729,"Makanya baca sampai tuntas agar substansi pernyataan dapat diterima dengan komprehensif. Jika baca judul, ya sesat di jalan hehe..

Oleh karena itu, wacana penundaan pemilu maupun perpanjangan masa jabatan presiden tidak relevan digulirkan lagi.  Pak Jokowi menyatakan menolak…",,,,3,2,4,,
3255,Muhammad Assaewad,@Muhammad_Saewad,2022-12-15 15:07:05+00:00,https://twitter.com/Muhammad_Saewad/status/1603406297910706182,"Parpol yang pernah mendukung wacana penundaan Pemilu 2024 pasti akan dikenang rakyat dg citra yang negatif.

Sbg Tumbal politik, maka pendukung partainya pasti akan berpindah dukungan ke partai lain.

Parpol tsb akan menanggung akibat dari sikapnya di 2024.

Bakalan Nyungsep!?",,,,116,70,380,,
3256,Jhon Black,@Jhonkosmik,2022-12-15 12:42:29+00:00,https://twitter.com/Jhonkosmik/status/1603369907798048768,"Bagaimana jika nanti partai Umat yg menggugat.
Gelora dan PKN jadi bukti dugaan penyelewengan wewenang oleh KPU.
Hasil investigasi Kompas jadi alat bukti.
KPU dibekukan.

Lalu situasi dianggap darurat.
Dekrit diumumkan utk penundaan pemilu dst.",,,,4,10,19,,
3257,1ndr4kurn14,@indradesa18,2022-12-15 12:23:22+00:00,https://twitter.com/indradesa18/status/1603365095152635904,"Stop menggaungkan perpanjangan periode & penundaan pemilu.
Titik !!!",,,,1,,,,@lanyallacenter_
3258,NephiLaxmus,@NephiLaxmus,2022-12-15 08:54:32+00:00,https://twitter.com/NephiLaxmus/status/1603312539961823233,Provokasi kemudian delegitimasi KPU bisa jadi pintu masuk penundaan pemilu.,,,,3,12,26,,
3259,bambang aribowo,@212bowie,2022-12-15 08:24:33+00:00,https://twitter.com/212bowie/status/1603304995847548929,"Bacot kau

LaNyalla Usul Penundaan Pemilu dan Penambahan Dua Tahun Jabatan Presiden | Republika Online Mobile - https://republika.co.id/berita/rlr69g436/lanyalla-usul-penundaan-pemiludan-penambahan-dua-tahun-jabatan-presiden…",,,,1,2,1,,
3260,Dr. Rizal Ramli,@RamliRizal,2022-12-15 08:06:35+00:00,https://twitter.com/RamliRizal/status/1603300475486380033,"Kopas: Rakyat Tolak Jokowi Tiga Periode dan Penundaan Pemilu, Pengamat: Waspada People Power - Harian Terbit",harianterbit.com,"Rakyat Tolak Jokowi Tiga Periode dan Penundaan Pemilu, Pengamat: Waspada People Power - Harian...",Wacana penundaan pemilihan umum (Pemilu) 2024 kerap mengemuka. Adapun wacana tersebut kerap menuai reaksi keras dari berbagai kalangan,16,155,605,,
3261,Pikiran Rakyat,@pikiran_rakyat,2022-12-15 06:36:38+00:00,https://twitter.com/pikiran_rakyat/status/1603277836210810881,"Puan Maharani Redam Isu Penundaan Pemilu: DPR, Pemerintah, dan KPU Sepakat Melaksanakan Pemilu 2024 http://dlvr.it/SfP0l3",,,,1,,,,
3262,OposisiCerdas.com,@OposisiCerdas,2022-12-15 06:01:47+00:00,https://twitter.com/OposisiCerdas/status/1603269065161601025,"Prabowo Cemas, Jokowi Tiga Periode dan Penundaan Pemilu 2024 Menguat",oposisicerdas.com,"Prabowo Cemas, Jokowi Tiga Periode dan Penundaan Pemilu 2024 Menguat",Analisa aktivis yang juga anggota DPR RI dari Gerindra Desmond Junaidi Mahesa menurut Rocky Gerung pararel dengan analisa yang dia lakukan s...,9,22,34,,
3263,Ali Syarief,@alisyarief,2022-12-15 05:37:27+00:00,https://twitter.com/alisyarief/status/1603262943285874689,"Tegas, PDIP Tegas Tolak Presiden 3 Periode dan Penundaan Pemilu!",fusilatnews.com,"Tegas, PDIP Tegas Tolak Presiden 3 Periode dan Penundaan Pemilu!","Jakarta, Fusilatnews.- Politikus PDI Perjuangan Masinton Pasaribu menegaskan partainya menolak wacana jabatan presiden tiga periode atau perpanjangan masa jabatan Presiden Joko",135,198,842,,
3264,Teddy Gusnaidi,@TeddGus,2022-12-15 05:34:55+00:00,https://twitter.com/TeddGus/status/1603262307747831808,"Jokowi Teken Perppu, Partai Garuda: Sudahi Wacana Penundaan Pemilu, Tak Lagi Relevan",viva.co.id,"Jokowi Teken Perppu, Partai Garuda: Sudahi Wacana Penundaan Pemilu, Tak Lagi Relevan",Ketua MPR Bambang Soesatyo atau Bamsoet melempar lagi wacana penundaan Pemilu. Bamsoet menuai kritik.,7,8,58,,
